Mod Name,Project ID,File ID,Version,Author(s),Summary,File Size (Bytes),Game Versions
Torchmaster,254268,5849456,torchmaster-20.1.9,xalcon,Adds a special torch which prevents mob spawning in a configurable radius,119348,"NeoForge, 1.20.1, Forge"
Moyai,577252,4864238,moyai-1.20-2.1.4.jar,MehVahdJukaar,Adds naturally spawning Moyai to your game ??,431718,"1.20.1, Forge"
Spawn,935694,4860439,Spawn 1.0.2-forge,ninnih_,An animal mod that tries to add new animals with niches and personality to the Minecraft world,7031738,"1.20.1, Forge"
YUNG's Better Nether Fortresses (Forge),817651,5193465,[1.20] YUNG's Better Nether Fortresses v2.0.6 (Forge),"YUNGNICKYOUNG, EveCommander",A complete redesign of Minecraft's Nether fortresses!,619255,"1.20.1, Forge, 1.20"
Transparent,377582,4652776,[Forge 1.20.1] v8.0.1,Trikzon,Allows resource packs to make certain entities support transparency.,30757,"Client, 1.20.1, Forge"
TownTalk,900364,5355511,TownTalk 1.20 1.1.0,Raycoms,Minecolonies Addon for more Voice Lines,49194778,"1.20.1, Forge"
Create: Pattern Schematics,1072349,6104291,Create: Pattern Schematics 1.1.19 Forge 1.20.1,CakeIsTastyDeveloper,Build with repeating schematics! ,217285,"Client, 1.20.1, Forge, Server"
ProjectE Delight,1074531,6078423,projectedelight-1.0.4.1-1.20.1,Project_Count,Adds compatibility between ProjectE and Farmer's Delight. Vanilla style.,25386,"Client, 1.20.1, Forge, Server"
spark,361579,4738952,1.10.53 (Forge 1.20.1),Iucko,"spark is a performance profiler for Minecraft clients, servers and proxies.",3114590,"1.20.1, Forge, 1.20"
Dangerous Stone Cutter [Forge/Fabric],345729,4455618,DangerousStoneCutter-1.19.4-1.8.0-Forge,morimori0317,Take damage with stone cutters,35095,"1.19.4, 1.20.1, Forge, 1.20"
JoJo`s Origins,944990,4915160,JoJo`s Origins 1.1.6,JoJo7844German,More Origins for Origins Mod,24431,"1.20.1, Forge"
Player Tracking Compass,377858,5572047,[Fabric/Forge/Neo] 1.20.1-3.3 | Player Tracking Compass,Serilum,"?? [PvP Mod] Adds a Tracking Compass, which can track the nearest player's location.",101245,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Philip's Ruins,569737,6017822,PhilipsRuins1.20.1-4.8,philipmoddev,Mod adds over 200 new Ruins to Minecraft.,1522895,"Client, 1.20.1, Forge, Server"
Inventory Essentials,368825,6179249,inventoryessentials-forge-1.20.1-8.2.7.jar,BlayTheNinth,Basic inventory tweaks. Lightweight and compatible.,140997,"1.20.1, Forge, 1.20"
Better Advancements,272515,5454907,BetterAdvancements-Forge-1.20.1-0.4.2.10.jar,way2muchnoise,Successor to BetterAchievements for the new advancements system in minecraft 1.12+,98123,"1.20.1, Forge"
More Tiny Gates,704864,4690847,moretinygates-1.20-1.0.5.jar,AmonDeShir,"Add-on for the Tiny Gate add-on for the Tiny Redstone that adds more tiny redstone gates (NOR, XNOR, NAND)",171274,"NeoForge, 1.20.1, Forge, 1.20"
Not interested!,980755,5143817,not_interested--mc1.20.1--forge--1.0.jar,MoonFather,Let's you tell the wandering trader to go away.,21257,"NeoForge, 1.20.1, Forge"
GregTechCEu Modern,890405,6081505,GregTechCEu 1.20.1-1.6.3,"KilaBash, Tech22, TheYoungOnion, mikerooni, screret, serenibyss",Modern GregTech based on GTCEu 1.12.2.,15023720,"1.20.1, Forge"
SerializationIsBad,896591,4728250,Version 1.5,Dogboy21,A Minecraft coremod aiming to patch serious security vulnerabilities found in many different mods,511049,"1.17.1, 1.19.3, 1.9.4, 1.14.4, 1.19.4, Client, 1.16.5, 1.10.2, 1.18.2, 1.19.2, 1.15.2, 1.20.1, Forge, 1.6.4, 1.7.10, Server, 1.11.2, 1.12.2, 1.8.9, 1.13.2"
Mekanism Abridged,896667,5142238,MekanismBridge-Universal-3.1,fluffy_unicorn_army,A mod that bridges mekanism and chemlib,517986,"1.19.3, 1.20.2, 1.18.1, 1.19.4, Client, 1.18.2, 1.19.2, 1.20.3, 1.20.1, Forge, 1.20, 1.19.1, 1.20.4, 1.18, Server, 1.19"
Create: Ender Transmission,737302,5092594,Forge 1.20.1 v2.0.7,Forsteri123,Energy/Item/Fluid transmission with no space limit,83883,"Client, NeoForge, 1.20.1, Forge, Server"
Ancient Enchantment Temple,1072613,5588286,ancient_enchantment_temple-1.0.1-forge-1.20.1.jar,"SuperWarioModTeam, SuperWario",Adds an ancient temple with an enchantment table and some hidden loot,15844,"1.20.1, Forge"
Create: Ultimate Factory [Forge/Fabric],978125,6077107,create_ultimate_factory-1.9.0-forge-1.20.1.jar,robinfrt,"An addon for the Create mod developed to increase automation possibilities, adding 20+ carefully balanced recipes to the game.",228160,"Client, NeoForge, 1.20.1, Forge, 1.20, Server"
Simple Voice Chat,416089,5998323,[FORGE][1.20.1] Simple Voice Chat 1.20.1-2.5.27,henkelmax,A working voice chat in Minecraft!,7738897,"1.20.1, Forge"
Realistic Bees,410743,6185286,[Fabric/Forge/Neo] 1.20.1-4.1 | Realistic Bees,Serilum,"?? Tiny bees, or big! Bigger group spawns and increased hive space.",43012,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
CoralMore,998996,5240745,coralmore-1.0.0 Forge 1.20+.jar,HrajtoStudio,This mod contains craft ordinary coral blocks from the smallest and the smallest.,8183,"1.20.2, Client, 1.20.1, Forge, 1.20, Server"
Relics,445274,5710985,relics-1.20.1-0.8.0.7.jar,SSKirillSS,Just a mod about useful items with unique mechanics :3,1509760,"Client, NeoForge, 1.20.1, Forge, Server"
Create Compression,945214,5319690,CreateCompression-1.20.1-1.8.2.jar,flipperpanda706,Adds many compressed blocks with the theme of create,1811918,"Client, 1.20.1, Forge, Server"
Sneak Through Berries,324945,4616174,[Forge 1.20.1] v8.0.0,Trikzon,Lets you sneak through Sweet Berry Bushes without taking damage,16062,"Client, 1.20.1, Forge, Server"
Extreme Reactors,250277,6124737,ExtremeReactors2-1.20.1-2.0.91.jar,ZeroNoRyouki,This is a port of the Big Reactors mod by Erogenous Beef to the current Minecraft versions ,2559033,"Client, 1.20.1, Forge, Server"
Music Box,936499,6178025,cc_mb-forge-1.20.1-0.5.2.jar,CC2001,Punch your songs and play it with the music box!,228131,"Client, 1.20.1, Forge, Server"
Improved Sign Editing,952629,6185674,[Fabric/Forge/Neo] 1.20.1-1.5 | Improved Sign Editing,Serilum,?? [Client] Better sign editing functionality. Shift to the next and previous line during typing.,39899,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Ars Nouveau,401955,5894609,ars_nouveau-1.20.1-4.12.6-all.jar,"baileyholl2, Gootastic","Craft custom spells, summon magical servants, and make powerful wearables and tools!",12426397,"1.20.2, NeoForge, 1.20.1, Forge"
Even More Origins Keybinds,843466,5520654,ExtraKeybinds-1.20.1.jar,anar4732,Adds extra keybinds to the origins mod!,12482,"Client, 1.20.1, Forge, Server"
Rechiseled: Create,888624,5093226,Rechiseled: Create 1.0.2 for Forge 1.20,SuperMartijn642,Rechiseled: Create adds new decorative variants of blocks in Create!,670453,"NeoForge, 1.20.1, Forge"
Glimmering Gardens,1133654,6008093,Glimmering Gardens 1.2.0-1.20.1.jar,Yoshi01111,adds some small environmental features and improvements,1014911,"Client, 1.20.1, Forge, Server"
More Axolotl Variants API,709964,5240476,v1.1.4 (1.20.1+),AkashiiKun69,Axolotl Variants Extender API!,592470,"Fabric, Client, 1.20.1, Forge, 1.20.4, Server"
Neko Origin,1153117,5961194,NekoOrigin.jar,Gigabyt,"Adds a Neko origin to the origins mod, very agile and quick on their feet, but fragile and hungry as well.",8507,"Fabric, Client, 1.20.1, Forge, Server"
KubeJS,238086,5853326,KubeJS Forge 2001.6.5-build.16,LatvianModder,"Edit recipes, add new custom items, script world events, all in JavaScript!",1654660,"1.20.1, Forge"
Mekanism-MoreSolarPanels,844063,5138626,MoreSolarPanels 1.20.1-1.5.9,Pocky,An add-on for Mekanism that adds new types of solar panels and other cool features,139240,"Client, NeoForge, 1.20.1, Forge, Server"
Gregtech Steam Additions,1008510,6011591,Steam Additions 1.4,Pansmith,Adds more steam age multiblocks to aid in progression,172055,"1.20.1, Forge, Server"
Let Fish Love,941186,5657321,letfishlove-2.1.0.jar,TooManyKitKats,"Introduces fish breeding and eggs, allowing fish farms and also bulk fish transport through roe",354057,"Client, 1.20.1, Forge, Server"
Ring of Growth [FORGE/NEOFORGE],332534,5167330,RingOfGrowth-Forge-1.20.1-1.6.3.jar,kwpugh,Accelerates the growth of plants and saplings,15049,"Client, 1.20.1, Forge, Server"
Shields+,646906,6159917,1.11.8,Insane96,Changing shields mechanics and adding more shields and enchantments ,757148,"Client, NeoForge, 1.20.1, Forge, Server"
Create: Curios Jetpack [Forge/Fabric],1057194,5887734,create_jetpack_curios-1.2.0-forge-1.20.1.jar,robinfrt,Use Create jetpack and backtanks in Curios/Trinkets back slot.,420049,"Client, NeoForge, 1.20.1, Forge, 1.20, Server"
Better Snowy Biomes,1161694,6167204,better-snowy-biome-v0.5-1.20.x,c3l3rno,Improvements for snowy biomes.,1198690,"1.20.2, 1.20.5, Fabric, NeoForge, 1.20.1, Forge, 1.20, 1.20.6, 1.20.4"
Apothic Equipment,1182801,6102839,apothic_equipment-1.0.0-forge-1.20.1.jar,robinfrt,An addon for Apotheosis that adds gem sockets to all vanilla equipment crafting recipes.,153430,"Client, NeoForge, 1.20.1, Forge, 1.20, Server"
iChunUtil,229060,6000481,[1.20.1 Forge] v 1.0.3,iChun,Shared library used by iChun's mods,692753,"Client, 1.20.1, Forge, 1.20, Server"
Garnished Botany Pots,1048431,5485397,garnished-botany-pots-forge-2.2.0.jar,PanPandaa,"GBP adds compatibility between Create: Garnished?s Plants & Nuts and Botany Pots, so you can grow them more easily!",12221,"Client, 1.20.1, Forge, Server"
Void Totem (Forge),449655,4605319,voidtotem-forge-1.20-3.0.1.jar,Affehund,A totem that prevents you from dying in the void.,69915,"Client, NeoForge, 1.20.1, Forge, 1.20, Server"
PolishedLib,364847,3269983,PolishedLib-1.12.2-1.1.1.jar,ry_Tom,The library mod for ry_Tom's mods.,127465,"Forge, 1.12.2"
SilentGear Compat,695453,5305479,SilentCompat-forge-1.20.1-1.4.0.jar,dragoni_7,Adding SilentGear compatability for several mods and new unique materials!,606036,"Client, 1.20.1, Forge, Server"
Reliquary Reincarnations,241319,5901058,reliquary-1.20.1-2.0.45.1248.jar,P3pp3rF1y,Many magical items to help you in your minecraft world,2195913,"NeoForge, 1.20.1, Forge"
Enchantment Reveal [Forge | Fabric],946157,5024732,Enchantment-Reveal-1.20.1-Forge-1.1.0,CrownSheep,A mod that let's you see all of the enchantments you'll get in the enchantment table,9123,"Client, 1.20.1, Forge"
Decorative Tin,1069020,5953787,decorative_tin.jar,CCShadowStuff,Adds an additional decoration ore to the game,254455,"1.20.1, Forge"
Alex's Mobs,426558,5698791,alexsmobs-1.22.9,sbom_xela,85+ New mobs with stylistic quality above the default game.,26350793,"NeoForge, 1.20.1, Forge"
Additional Banners,230137,4773936,AdditionalBanners-Forge-1.20.1-14.0.4.jar,DarkhaxDev,"A whole new range of banner patterns, to enhance your world!",87812,"Client, NeoForge, 1.20.1, Forge, Server"
PTS-Deco,1178846,6168925,PTS-Deco-1.5.0-(Neo)Forge1.20.1,Nik123123555,This Mod adds new Decorations things with that you can decorate your world,6658099,"Client, NeoForge, 1.20.1, Forge, Server"
Aquaculture 2,60028,5919146,Aquaculture-1.20.1-2.5.3.jar,"Shadow, Girafi","Spices up fishing with a number of new biome specific fish, recipes, and more!",601193,"1.20.1, Forge"
Crying Skeleton,1078438,5718005,cryingwitherskeleonmod-1.0-1.20.1(Forge).jar,BaffledBanana87,Added a Crying Obsidian Wither Skeleton which spawns in the end,19969,"1.20.2, 1.20.3, 1.20.1, Forge, 1.20.4"
Puzzles Lib [Forge & Fabric],495476,5904750,[FORGE] [1.20.1] PuzzlesLib-v8.1.25,Fuzs,Why's it called Puzzles you ask? That's the puzzle!,1002463,"1.20.1, Forge"
Oh The Biomes We've Gone,1070751,6190991,Oh-The-Biomes-Weve-Gone-Forge-1.5.5,"AOCAWOL, Corgi_Taco, JT122406, YaBoiChips",An astounding sequel to the original BYG mod for 1.20.1+ with over 50+ biomes ranging from the magical to the realistic  and all breathtaking!,34384220,"Client, NeoForge, 1.20.1, Forge, Server"
A Good Place,1020455,5974395,a_good_place-1.20-1.2.5.jar,"enjarai, MehVahdJukaar",A mod that adds placement animations to blocks via particles,260379,"NeoForge, 1.20.1, Forge"
Serene Seasons Delight,1141233,5995097,sereneseasonsdelight-1.0.2-1.20.1,Project_Count,Adds compatibility between Serene Seasons and Farmer's Delight Addons. Vanilla style.,11027,"Client, 1.20.1, Forge, Server"
Shut Up GL Error,900855,4691165,V1.0.0 (Forge 1.20.x),jamalam360,Fixes invalid keycodes logging obnoxious and constant messages,119569,"1.20.2, 1.20.2-Snapshot, NeoForge, 1.20.1, Forge, 1.20, 1.20-Snapshot"
Json Things,541617,6100175,JsonThings-1.20.1-0.9.9.jar,gigaherz,"A mod that enables players to define blocks and items (and more!) via thingpacks, zip files similar to datapacks and resource packs",528062,"1.20.1, Forge"
Loot Integrations: Randomized Loot Compatibility,1128055,6177991,lootintegrations_vanilla-1.3.jar,someaddon,"Adds more loot variance to vanilla chests, including modded loot",6167,"1.21, Fabric, 1.18.2, 1.19.2, NeoForge, 1.20.1, Forge, 1.21.1, Server"
Item placer,1024631,5649521,itemplacer-forge-1.9.2.jar,Akicater,"Place items on any block sides, rotate (supports multiple items in one block)",37335,"Client, 1.20.1, Forge, Server"
Better Farmer's Combat,923854,5194818,Better Farmer's Combat 1.2-1.20.x,ElBaronJack,Compatibility for Framer's Delight with Better Combat,13647,"1.20.2, 1.20.2-Snapshot, 1.20.5-Snapshot, Client, 1.20.3-Snapshot, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4, 1.20-Snapshot, Server"
ColoredWater,534920,4704501,Colored Water-1.20.1-1.3.8,Cozary,Colored water to decorate colorfully. And cauldrons!,684843,"1.20.1, Forge"
Japanese Residence,1137731,5911778,japanese_residence-1.0.1 forge 1.20.1.jar,SuperWarioModTeam,adds a traditional Japanese residence,36460,"1.20.1, Forge"
Create: Aquatic Ambitions,1005676,5371271,Create: Aquatic Ambitions 1.20.1+1.1.1,daviOliva,"Introduces new bulk process which allows for more options for Prismarine, Coral and Copper automation!",349391,"Client, 1.20.1, Forge, Server"
Twilight Forest Dungeons,1152369,6018287,twilightforestdungeons-1.0.1-1.20.1,Project_Count,Adds structure to Twilight Forest. Vanilla style.,124211,"Client, 1.20.1, Forge, Server"
Redstone Pen,461710,5242883,redstonepen-1.20.1-neoforge-1.3.33.jar,wilechaote,"Adds a pen to draw Redstone selectively and optimized, as well as signal repeating relays, and a Redstone logic controller.",472125,"Client, NeoForge, 1.20.1, Forge, Server"
JEI Integration,265917,4999754,jeiintegration_1.20.1-10.0.0.jar,SnowShock35,Providing Integrations & Tooltips - Forge 1.10+,26940,"Client, 1.20.1, Forge, Server"
Potion Blender,697859,6033408,Potion-Blender-1.20.1-FORGE-3.1.2.jar,motivational_dragon,"A small mod to merge potion effect into 1 items, allowing for interesting combinations.",148322,"Client, 1.20.1, Forge, Server"
Lightning rod right click,1050054,5475730,lightning_rod_right_click-2.0.0-1.20.1-Forge.jar,Sanberdir,The best mod to summon lightning when interacting with a lightning rod,731612,"Client, 1.20.1, Forge, Server"
Trading Post [Forge & Fabric],539057,5057539,[FORGE] [1.20.1] TradingPost-v8.0.2,Fuzs,Rule the village! Trade with every villager at once!,123478,"1.20.1, Forge"
Scannable,266784,4763070,Scannable-MC1.20.1-1.7.12,Sangar,"One scanner to find them, and with eye candy bind them.",399467,"1.20.2, 1.20.1, Forge"
Cracker's Wither Storm Mod,621405,5619741,witherstormmod-1.20.1-4.2.1-all.jar,"nonamecrackers2, Nazaru","Adds a mutant, ginourmous, evolved variant of the Wither programmed to hunt you down while destroying everything it can.",47342265,"NeoForge, 1.20.1, Forge"
TARDIS Refined,782697,6174651,[Forge] Tardis Refined - mc1.20.1-v2.1.5,"commandrmooselive, Jeryn, 50ap5ud5",Adds the Doctor Who TARDIS to your game.,21654822,"NeoForge, 1.20.1, Forge"
Immersive Armors [Fabric/Forge],580681,4664264,[Forge 1.20.1] Immersive Armors - 1.6.1,Conczin,A lot of unique and vanilla-faithful armor sets.,1238900,"1.20.1, Forge"
AeroBlender,879879,4789008,aeroblender-r1.20.1-1.0.1-neoforge.jar,"TeamRazor, 345boneshoss, dark_sonic_300, TunefulTurnip","AeroBlender is a library mod dependent on TerraBlender, for adding biomes in a simple and compatible manner with Aether's biome/terrain system.",21641,"NeoForge, 1.20.1, Forge"
Macaw's Furniture,359540,5589873,v3.3.0 / mc1.20.1 - Forge,sketch_macaw,"Decorate your world with wardrobes, drawers, chairs, desks, tables and more...!",1882792,"1.20.1, Forge"
Passive SearchBar,930157,4828459,PassiveSearchBar+Forge+1.20.2-1.0.0.jar,"Dovecot_Official, VioletMistCloudDrift","When you click a tab with a search bar, the search bar will no longer be automatically focused, also loses its focus when clicked outside!",3935,"1.20.2, Client, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4"
Mob AI Tweaks,1077291,6079269,mob-ai-tweaks-1.6.0-1.20.jar,NotUNOwen,"Tweaks certain mob AIs, major or minor. Reworks the Wither and Ender Dragon boss fights!",356389,"Fabric, Client, NeoForge, 1.20.1, Forge, Server"
Tax' Tree Giant,1038018,5438155,Tax' Tree Giant 1.1.0,"Taknax, Nebulus",Tree Giant is a Minecraft modification aims add giant trees in the wealth.,806430,"1.20.1, Forge"
Wither Storm Combat,1082018,5619006,witherstromcombat1.1.2.jar,dreams4_,It adds compatiblity between the WitherStormMod and BetterCombat,3001,"1.19.3, 1.19.4, 1.18.2, 1.19.2, 1.20.1, Forge, Server"
Maturi Delight,850610,5092519,maturidelight-1.20.1-3.0.0.jar,baguchiMC,This mod add Japanese Festival Foods!,84199,"Client, NeoForge, 1.20.1, Forge, Server"
Chicken Chunks 1.8.+,243883,5292574,ChickenChunks 1.20.1-2.10.0.100,"covers1624, Chicken_Bones",Chunk load all the chunks with the power of chicken!,112603,"NeoForge, 1.20.1, Forge"
Valhelsia Furniture,694349,5189602,[Forge] Valhelsia Furniture - 1.1.3,"ValhelsiaTeam, Khytwel",Decorate your home better with furniture! ,4518058,"Client, 1.20.1, Forge, Server"
Tinted Sands,1037808,6114759,tinted_sands-1.20.1-1.0.4.jar,Devilswarchild,Dyeable Sand Blocks,1916714,"Client, NeoForge, 1.20.1, Forge, Server"
Benched,417063,4607564,Benched 1.2.2a for Forge 1.20,SuperMartijn642,Benched adds unique Picnic Benches!,4472516,"1.20.2, NeoForge, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4"
Hey Berry! SHUT UP,634227,4761770,heyberryshutup-1.20.1-2.0.4.jar,LobsterJonn,Villagers will no longer take damage from berry bushes and berry bush thorns are no longer armor piercing,7497,"NeoForge, 1.20.1, Forge"
The Lost Cities,269024,6174986,LostCities - 1.20-7.3.6,McJty,The Lost Cities is a world generation mod,1201054,"1.20.1, Forge"
Fish On The Line,450603,6185984,[Fabric/Forge/Neo] 1.20.1-3.5 | Fish On The Line,Serilum,?? Rings a bell held in the offhand when something's on the line while fishing.,30540,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Kotlin for Forge,351264,5402061,Kotlin for Forge 4.11.0,thedarkcolour,Adds a Kotlin language loader and provides some optional utilities.,7193768,"1.19.3, 1.20.2, 1.19.4, Client, NeoForge, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4, Server"
Modifier Key Fix,413256,5093809,ModifierKeyFix-1.1.0.jar,Fureniku,Fixes modifier keys in keybinds also calling the base key,5228,"Client, 1.20.1, Forge"
